course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
INTR 5230,Data-driven Methods in Transportation,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIANG, Yuxuan","This course will introduce modern concepts, algorithms, and tools for data-driven transportation modeling and optimization. By taking this course, students will have the chance to master emerging data-driven methods for transportation systems modeling and optimization.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 5240,The Principle and Application of Intelligent Connected Vehicle,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHENG, Xinhu","Intelligent connected vehicles (ICVs) are believed to change peopleâs life in the near future by making the transportation safer, cleaner and more comfortable. Although many prototypes of ICVs have been developed to prove the concept of autonomous driving and the feasibility of improving traffic efficiency, there still exists a significant gap before achieving mass production of high-level ICVs. This course aims to present an overview of both the state of the art and future perspectives of key technologies that are needed for future ICVs. Through the study of this course, students will understand and master the basic concepts, key technologies and applications of ICV, and initially learn and master the ability to use that knowledge to solve practical problems, especially in cross-disciplinary communication and transportation context.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 5260,Engineering Psychology and Transportation Applications,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HE, Dengbo","The course will cover a wide range of engineering psychology topics as well as how the research in these directions can affect policies and regulations in vehicle design and surface transportation. The students will gain an understanding of the characteristics and limitations of human beings from engineering psychology perspectives of view and how the design of traffic control devices, the roadway, the in-vehicle devices, regulations and traffic rules can be affected by the research in these directions.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 5270,Introduction to Mobile Edge Computing and Edge Intelligence,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"YAN, Jia","Driven by recent advancements in artificial intelligence (AI) and mobile edge computing (MEC), edge intelligence has emerged as a promising paradigm to support AI model training and inference over wireless networks. This postgraduate-level course aims to equip students with an understanding of edge intelligence from both communication and computing perspectives. The course begins by laying the groundwork with the fundamentals of wireless communications and mobile networks, followed by an exploration of the concepts and key technologies underpinning MEC. Building on this foundation, federated edge learning will be introduced, including its system modeling, convergence analysis, differential privacy mechanisms, and the integration of communication and learning design. Lastly, the course delves into device-edge co-inference techniques and the applications of edge intelligence in transportation, such as infrastructure-vehicle cooperative autonomous driving.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 6000L,System Dynamics,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"WEI, Wei","This course introduces students to System Dynamics and its real-world applications. System Dynamics studies the relationships between different parts of a system and how these relationships influence system behavior over time based on modeling and simulations. System Dynamics has been used globally to develop business and government policies and strategies based on an understanding of a system's internal structure and how the system responds to interventions. In this course, students learn how to use simulation software Vensim for System Dynamics modeling. This course also discusses state-of-art applications of System Dynamics in new technology diffusion (such as alternative-fuel vehicles) , policy-making (such as climate change mitigation and environmental sustainability policies), technology management (such as energy management), and other real-world contexts.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 6000N,Mobile Sensing and Computing for Transportation,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIU, Zhidan","Harness the power of mobile devices to revolutionize transportation with this postgraduate course. As mobile sensing and computing become increasingly integral to our understanding of the physical world, this postgraduate-level course provides a comprehensive look at their transformative impact on urban transportation. Students will gain a solid grasp of the fundamental concepts and cutting-edge techniques in mobile sensing and computing, enabling the development of intelligent transportation systems and applications. Key topics include mobile device sensing, computing, and communication fundamentals, as well as advanced discussions on mobile computing enabled transportation management, localization and tracking, mobile crowdsensing paradigm, social sensing, vehicular mobile systems, and mobile intelligence. This course is designed for students and professionals seeking to leverage mobile technology for innovative solutions in transportation.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 6000O,Vision and LiDAR-based Localization of Drones,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HE, Jinhao;LI, Haoang","As research related to the low-altitude economy becomes popular, the high-precision and low-cost localization of drones has garnered widespread attention. This course will systematically introduce drone localization methods based on visual and laser information, and analyze the differences and connections between various schemes. By taking this course, students will be equipped with the ability to develop a complete drone localization system and apply it in various scenarios such as logistics and inspection.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 6800I,Seminar in Intelligent Transportation,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,0,1,1,GZ,1,13,"LIANG, Yuxuan","Seminar topics presented by students, faculty and guest speakers. Students are expected to attend regularly and demonstrate proficiency in presentation in accordance with the program requirements. Graded P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 6990,MPhil Thesis Research,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
INTR 7990,Doctoral Thesis Research,INTR,2024-1,INTR,INTR,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/INTR
UCUG 1001,"Behavioral Foundations of University Education: Habits, Mindsets, and Wellness",UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;LUO, Moxuan;KUO, YI LUNG","This course will help students adapt to university life through advising, sharing and discussion, and applying the science of well-being to enhance their personal and interpersonal development. It also aims to foster their self-understanding and confidence as young adults who can fully enjoy their university education and career thereafter. The course has 3 components: Lectures/Seminars, Self-Directed Experience, and Advising/Community Meetings. Lectures and Seminars will orientate students to their respective f personal enrichment. In Advising and Community Meetings, students will bring knowledge and skills together through reflection and discussion with peers and Hub/Thrust advisors. Topics such as learning and time management skills, purpose of university personal enrichment. In Advising and Community Meetings, students will bring knowledge and skills together through reflection and discussion with peers and Hub/Thrust advisors. Topics such as learning and time management skills, purpose of university education, and planning for personal and professional development will be covered. Graded P, F or PP.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1052A,Academic English for University Studies,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"JURASZEK, Dawid;JURASZEK, Dawid;JURASZEK, Dawid;CHEN, Zehan","This course emphasises the development of academic literacy skills, in addition to developing studentsâ language proficiency. Students will learn how to find and evaluate sources for academic tasks and will further develop their abilities to be critical in reading and writing, to synthesise ideas and to develop coherent arguments. Collaboration and leadership skills will also be emphasised to further develop skills and habits for autonomous lifelong learning.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1052I,Academic English for University Studies,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LIAO, Simei;LIAO, Simei;LIAO, Simei","This course emphasises the development of academic literacy skills, in addition to developing studentsâ language proficiency. Students will learn how to find and evaluate sources for academic tasks and will further develop their abilities to be critical in reading and writing, to synthesise ideas and to develop coherent arguments. Collaboration and leadership skills will also be emphasised to further develop skills and habits for autonomous lifelong learning.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1052S,Academic English for University Studies,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LIU, Yalan;CHEN, Zehan;LIU, Yalan;LIU, Yalan;ZHANG, Wei;ZHANG, Wei;CHEN, Zehan","This course emphasises the development of academic literacy skills, in addition to developing studentsâ language proficiency. Students will learn how to find and evaluate sources for academic tasks and will further develop their abilities to be critical in reading and writing, to synthesise ideas and to develop coherent arguments. Collaboration and leadership skills will also be emphasised to further develop skills and habits for autonomous lifelong learning.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1071,Intermediate Listening and Speaking of Putonghua,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"HAO, Tun","The course is designed for students who have learned Chinese for 51-150 tuition hours. It prepares students for an intermediate-level understanding of Putonghua and equips them with a strong communicative competence in using Chinese in social and professional situations. After successfully completing the course, students will be able to participate in complete, coherent, and appropriate conversations on topics relating to daily life, study and work.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1501,Introduction to Photography and Digital Imaging,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"YIP, David Kei Man;YIP, David Kei Man","An introduction to the creative art and expression of photography and digital imaging and manipulation through lectures, workshop and projects. Students will learn photographic concepts, various in-camera and post-production visual effect techniques to explore creative possibilities with photography and digital imaging. Focus of this course is to facilitate students to express themselves through this powerful visual medium. Upon the completion of this course, students will combine photographic and digital imaging techniques to communicate and express their creative ideas and stories.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1503,Introduction to Experimental Animation,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZHANG, Junjie;ZHANG, Junjie","This introductory course aims at guiding students to explore the art of animation through producing drawing, cut-ups, roto-scoping, photographic and object animation with digital and traditional tools. By introducing techniques and mediums for creating time-based imagery, students will learn both practical skills and theories of animation as a visual art form for artistic expression and communication. Through brief lecturing, students will acquaint themselves with the history and development of experimental animation and its influences to moving image arts in general. The hands-on activities will allow students to explore freely the principles of animation starting from manual techniques such as simple flipbooks and zoetrope. Students will also learn to create animation from common computer software, such as Photoshop and Aftereffect.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1504,The Art of Public Speaking,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"XING, Qingqing","This course introduces students to the theory and practice of public speaking. The basic terms, concepts, and theories of public speaking will be covered. Using selected speeches, students will learn to analyze rhetorical structure and style and to understand how speakers and writers can persuade an audience. Students will write and critique their own writing and that of their peers using stories, analogies, and metaphors. They will learn to construct and defend effective arguments in a speech and to apply the rhetorical techniques they have learned. Throughout the course, students will write and deliver various types of speeches to a partner, a group, the whole class, and then to a public group, soliciting feedback from their audience. By the end of the course, students will have developed their speech making skills and become more confident in presenting their ideas.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1505,Creative Coding and Interactive Art,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZHANG, Mei;FAN, Mingming;PAPATHEODOROU, Theodoros","This course introduces students to programming graphics and interaction for computational media and arts. Students learn the principles, algorithms, and coding frameworks for creating graphics and interaction with machines while also sharpening their
sense of aesthetics. Each week, the relevant computational artworks employing these techniques are introduced, analyzed, and explored in practical assignments.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1506,Enjoyment of Classical Music,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"FANG, Bo","From the power and beauty of the orchestra to masterpieces of the church and concert hall, students will gain an in-depth appreciation for the history and fundamentals of Western classical music. The listening and analytical skills demonstrated will bring about a deeper understanding of music as an art form. Previous musical training, albeit helpful, is not required.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1600,Intercultural Communication,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"MA, Jinyuan;ZHU, Junhua;LUO, Moxuan;LYU, Dongye","Intercultural communication is an applied interdisciplinary course that covers a wide range of subjects including anthropology, sociology, linguistics, psychology, culture and folklore. Contents include the significance of intercultural communication in todayâs world of globalization, the basic gateways to effective intercultural communication, how cultures differ, the complexities of cross culture communication, how culture influences communication, how different media are contributing to intercultural communication, the challenges in communicating in intercultural relationships and how to cope with intercultural interpersonal
relationships, different intercultural conflicts and how to cope with and manage cultural conflicts, the problems in intercultural communication brought by ethnocentrism, the correlation of cultural consciousness and identity, different forms and means of nonverbal communication, effective ways to resolve barriers in intercultural communication and cultural conflicts, and intercultural communication skills in multi-cultural environments.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1800,Technology and Innovation: Social and Business Perspectives,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"GUO, Jiao;LI, Mei","The development of new technology and innovation plays an increasingly important role in modern economic development. This course aims to equip students with a solid conceptual foundation to understand the dynamic process of technological innovation. Students will be introduced to the importance of technological innovation as a driver for value creation and economic growth. The dynamics of technological change will be analyzed through concepts such as technology life cycles, dominant design, network externalities, and first-mover advantage.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1807,Thinking like an Economist I: Microeconomics,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"YANG, Lin;YANG, Lin","Students learn the ""economic way of thinking"" in this course. We will explore fundamental microeconomic concepts and tools such as comparative advantage and specialization, demand-supply analysis, market equilibrium, government's role in markets, game theory, and people's interactions in order to explain and analyze consumer and producer decisions and social issues. Students will develop problem-solving abilities in dealing with new social issues as well as develop their sense of community and consideration through the lens of microeconomics.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1900,Chemistry in Everyday Life,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"JI, Qixing;HE, Qiao","This common core course takes students on a chemical journey, through which they will learn what is chemistry and how chemistry connects with every part of our daily life. Students will engage in an experiential learning study project and a mini-research task; they will also learn chemical concepts through many real-life case studies. The basic ideas and principles of chemistry, as well as many chemical topics of everyday relevance will be discussed in this course: such as air, water, metals, minerals, air pollution, global warming, ozone depletion, batteries, fire and fuels, food and drinks, household chemical products and plastics. Students taking this course are not required to have studied Chemistry before.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1905,The Impact and Value of Technology Innovation,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"CAI, Yi","The focus is the impact of the current technological evolution on the creation of value in the global economy, society in general, and personal lives. Students will study how science and technology developments have been transformed into innovative products and services. Case studies and examples will be drawn from well-known successes and failures of technology companies in Silicon Valley and Asia. Business issues such as marketing of disruptive innovations and ethics will be explored. Special emphasis will be given to intellectual property issues. Students will receive extensive exposure to existing and emerging technology innovations and establish the skills to analyze them from multiple perspectives.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 1907,Design Thinking for Health Innovation,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"XU, JUNYU;ZHANG, Xuning","A project-based, experiential course that exposes students to the design thinking process for health innovation to address the real-world unmet needs in the society. The goal of this course is to develop studentsâ communication, interpersonal, teamwork, analytical, design and project management skills through a multi-disciplinary, team-based design experience. The design thinking process modules: empathize, define, ideate, prototype and test, will be introduced and the students will learn experientially by applying these process modules to solve the health unmet needs they observe in real life. The students are required to report their progress throughout the semester. At the end of the course, they will showcase their prototype in a roadshow and submit their project report and reflection on their design journey. It is a common core course for students from different schools who have no background in design thinking or are looking for practical experience in design thinking.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 2603,East Asian Popular Music,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"FANG, Bo;FANG, Bo","This course will look at various popular music genres in East Asia, namely, in China, Japan and Korea, and explore different popular music styles in each culture and issues related to the emergence of each one and their localized meanings. It will seek to understand how meanings are produced, mediated, negotiated, subverted, and celebrated in popular music. Through discussions based on a combination of selected readings, films/videos, and music recordings, students will not only get acquainted with popular music well beyond their own or what they normally listen to; they will also gain alternative perspectives on what constitutes ""popular music"" in different East Asian contexts and their significance.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
UCUG 3801,Social Inequality and Social Mobility,UCUG,2024-1,UCUG,UCUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZHANG, Zhuoni;ZHOU, Muzhi","Social stratification concerns the unequal distribution of resources/rewards/opportunities which are scarce but widely desired, and the process of status attainment or social mobility whereby some persons or groups come to receive more of these scarce things than are received by others. This course will introduce the basic concepts and theories in analyzing social and economic inequalities in the contemporary world.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UCUG
AMAT 5315,Modern Scientific Computing,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LIU, Jinguo;NI, Zhongyi","This is an introductory course about computational methods for physical systems such as quantum physics, spin glass et al. It requires knowledge about linear algebra and familiarity of any programming language. The course covers not only computational methods related to matrix/tensor computation, differential programming, and combinatorial optimization, but also techniques related to CUDA programming and the Julia programming language.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 5600,Solid State Physics and Quantum Materials,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LI, Haoxiang;XIE, Zhigao;ZHI, Zhaohui;ZHU, Guoyi","This is an introductory course for postgraduate students with materials science background. Basic topics of solid state physics including electronic band structure, phonons, electron interactions and spin correlations will be covered. In addition, modern topics of high temperature superconductors, topological electrons, spin liquids and low dimensional systems will be introduced, providing a beginnerâs guide to quantum materials.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 5860,Introduction to Molecular Biophysics,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Jinyu;CHU, Xiakun;FENG, Cibo","Biophysics lies at the interface among biology, physics and chemistry. The physical properties of biomolecules are responsible for the molecular characteristics of biological processes. Understanding how these biomolecules operate in life activities demands investigations through multidisciplinary approaches, including determinations of the atomic structures, characterizations of the kinetics and energy, constructions of the theories and models, etc. This course will offer an overview of the biomolecular structures and the physicochemical mechanisms for organizing these structures, then describe the methods for characterizing the structure and dynamics of biomolecules, and discuss the âstructure-functionâ relationship in molecular biology.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 5900,Molecular Physics and Optoelectronic Processes,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"DONG, Junyin;WU, Jiaying","This course will cover the physics of the electronic structure of pi-conjugated materials and their neutral, excited and charged states (excitons, polarons), their optical properties (absorption, emission), photophysical processes, photochemistry, energy transfer and charge transport. It will introduce the principles of design and operation of molecular based light emitting devices, solar cells etc. as well as providing an introduction to device fabrication and device engineering for maximum performance and lifetime.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 6000A,Advanced Materials Informatics,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Zhuoyang;GAN, Zecheng;ZHANG, Tongyi","Materials informatics integrates materials science and engineering with artificial intelligence (AI), machine learning (ML), and database to accelerate the innovation in the whole materials development continuum and to speed up the process from data to material knowledge. The 2024 physics and chemistry Nobel Prizes on AI are greatly promoting and accelerating the development of materials informatics. This is a continued course in materials informatics to introduce advanced AI and ML algorithms with more focus on global Bayesian optimization, transfer learning, transformer, and graph neural networks. The course will be lectured through vivid and practical examples from materials science and engineering. Notably, this course is designed for students whose majors are in broader fields of sciences and engineering, but not in AI and computer sciences and engineering. This course will empower those with limited knowledge of AI and ML to learn Materials Informatics without too much difficulty.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 6900A,Independent Study,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent study on selected topics carried out under the supervision of a faculty member.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 6900B,Independent Study,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,,An independent study on selected topics carried out under the supervision of a faculty member.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 6990,MPhil Thesis Research,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Master's thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
AMAT 7990,Doctoral Thesis Research,AMAT,2024-1,AMAT,AMAT,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,Original and independent doctoral thesis research supervised by co-advisors from different disciplines. A successful defense of the thesis leads to the grade Pass. No course credit is assigned.,,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/AMAT
SEEN 5030,Battery Sustainability,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HUANG, Jiaqiang","Rechargeable batteries, as one of the most versatile energy storage technologies, play a central role in the ongoing transition from fossil fuel to renewable energy. This course will focus on the environmental footprint, sustainability, and the diagnostics of batteries. History, fundamental science, and cutting-edge research will be covered in the lectures.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 5040,Modeling and Simulation of Complex Energy Systems,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHOU, Teng","The subject of transport phenomena includes three closely related topics: fluid dynamics, heat transfer, and mass transfer. Fluid dynamics involves the transport of momentum, heat transfer deals with the transport of energy, and mass transfer is concerned with the transport of mass of various chemical species. In this course, we study these three transport phenomena together. This course will also introduce various solution methods and software tools to tackle the transport phenomena equations in the form of coupled differential equations. Transport phenomena applications in several example systems (e.g., chemical and electrochemical reactors, fuel cells and batteries) will be highlighted.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 5060,"Greenhouse Gas, Air Pollutant Emissions and Mitigation",SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZHENG, Junyu","The aims of this course are to assist students understand emission characteristics of greenhouse gas and air pollutants and their sources, how to characterize and quantify emissions for diverse source sectors, and how to mitigate greenhouse gas and air pollutant emissions. The topics will include: the introduction of greenhouse gases and air pollutants; the characteristics of sector-based greenhouse gas and air pollutant emission sources, sampling and measurement techniques, and commonly used bottom-up estimation methods for major sectors such as energy, industry, transportation, households, and others; the uncertainty and validation of bottom-up emission inventory; the application of big data and innovative methodologies to emission inventory development; and major strategies and green technologies for mitigating greenhouse gas and air pollutant emissions.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 5090,Physical Chemistry of Advanced Energy Materials,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"YAN, Chang","The development of sustainable energy heavily relies on the advancements of corresponding key energy materials. The materialâs quality and system stability are closely determined by the related physical chemistry process. This course introduces main concepts and practical application of thermodynamics and kinetics of the key energy materials. It includes basic laws of classical and irreversible thermodynamics, phase equilibria, theory of solutions, chemical reaction thermodynamics and kinetics, surface phenomena, diffusion etc. This course would provide students with insights and deep understandings of the physical chemistry aspects of materials and enable the students to conduct energy material syntheses and energy system experiments with advanced thermodynamic and kinetic foundations.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 5170,Electric Drives and Control Techniques,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"XIAO, Dianxun","Electric drives are power units of electric vehicles, robotics, more electric aircraft, etc. Precise control of electric drives determines the dynamic performance in positioning, speed regulation, and torque generation. This course will give a comprehensive introduction to electric drive structures and control techniques.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 5330,Electrical Power Systems,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HAN, Wei","This course aims to introduce electrical power systems and electrical to mechanical energy conversion, which has become increasingly important as a way of transmitting and transforming energy in industrial, military and transportation uses. It focuses on the power storage, transmission, and conversion as well as control technologies in sustainable energy systems and electric transportation systems including electrical and hybrid electric cars. It covers fundamentals energy handling electric circuits, power electronic circuits such as inverters, and electromechanical apparatus, modeling of power systems, and control and management in power systems.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000S,Atmospheric Chemistry and Physics: from Molecular to Global Scale,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"FANG, Ting","Chemistry and physics are present everywhere, including the air we breathe. This course provides a comprehensive overview of the fundamental chemical and physical processes that govern the Earth's atmosphere, from the molecular to the global scale. Upon completion of this course, students will understand how a small molecule like ozone can impact the earth's ecosystem and human health by affecting regional air quality and global climate change. The course content includes an in-depth study of chemical cycles, reaction kinetics, thermodynamics, transport, photochemistry, radiative balance, gas-phase chemistry, and aerosol chemistry. Students will explore the chemistry and physics behind key environmental issues such as air pollution, acid rain, the ozone hole, and climate change.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
SEEN 6000U,Introduction to Microfluidics and Nanofluidics,SEEN,2024-1,SEEN,SEEN,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"FANG, Chao","This course introduces the basic principles and applications of fluid transport down to microscales. The following contents will be included: scaling of fluid and particulate transport at micro- and nanoscales; pressure driven flow and passive scalar transport in microchannels; surface effects in nanoscale fluid transport such as wetting, capillarity, and thin films; electrokinetic effects and electrical double layer; transport of simple fluids, water, electrolytes in nanochannels; nanoscale gas transport, including Knudsen diffusion, slip flows and surface diffusion; particle and droplet manipulation by electrophoresis, dielectrophoresis, and magnetophoresis; applications of microfluidics and nanofluidics in energy technologies.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/SEEN
